cocktail_name,alcoholic,category,cocktail_image,cocktail_glass,iba,instructions,ingredient_1_name,ingredient_1_id,ingredient_2_name,ingredient_2_id,ingredient_3_name,ingredient_3_id,ingredient_4_name,ingredient_4_id,ingredient_5_name,ingredient_5_id,ingredient_6_name,ingredient_6_id,measure_1,measure_2,measure_3,measure_4,measure_5,measure_6
Sazerac,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,Old-fashioned glass,Unforgettables,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",Ricard,227,Sugar,254,Peychaud bitters,213,Water,274,Bourbon,46,Lemon peel,162,1 tsp,1/2 tsp superfine,2 dashes,1 tsp,2 oz,1 twist of
Strawberry Margarita,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg,Cocktail glass,,"Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve.",Strawberry schnapps,247,Tequila,262,Triple sec,266,Lemon juice,161,Strawberries,245,Salt,231,1/2 oz,1 oz,1/2 oz,1 oz,1 oz,"
"
English Rose Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,Cocktail glass,,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,Apricot brandy,27,Gin,125,Dry Vermouth,108,Grenadine,138,Lemon juice,161,Cherry,64,3/4 oz,1 1/2 oz,3/4 oz,1 tsp,1/4 tsp,1
Blue Margarita,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qtvvyq1439905913.jpg,Cocktail glass,,"Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve.",Tequila,262,Blue Curacao,44,Lime juice,171,Salt,231,,null,,null,1 1/2 oz,1 oz,1 oz,Coarse,,
A True Amaretto Sour,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rptuxy1472669372.jpg,Old-fashioned glass,,"Rub the rim of an old fashioned glass with lemon, and dip repeatedly into granulated sugar until it has a good ""frosted"" rim. Shake a jigger of Amaretto with the juice of 1/2 a lemon. Strain into glass and add ice. Garnish with a Marachino Cherry.",Amaretto,12,Lemon,160,Ice,145,Maraschino cherry,179,,null,,null,1 jigger,Juice of 1/2,"
",,,
Margarita,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,Cocktail glass,Contemporary Classics,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Tequila,262,Triple sec,266,Lime juice,171,Salt,231,,null,,null,1 1/2 oz,1/2 oz,1 oz,,,
Caipirissima,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,Collins Glass,,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,Lime,170,Sugar,254,White rum,280,Ice,145,,null,,null,2,2 tblsp,2-3 oz,crushed,,
New York Lemonade,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,Cocktail glass,,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,Absolut Citron,4,Grand Marnier,132,Lemon juice,161,Club soda,74,,null,,null,2 oz,1 oz,2 oz sweetened,1 oz,,
Grand Blue,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,Old-fashioned glass,,Serve in an old fashioned glass.,Malibu rum,176,Peach schnapps,207,Blue Curacao,44,Sweet and sour,257,,null,,null,1 1/2 cl,1 1/2 cl,1 1/2 cl,3 cl,,
Nutty Irishman,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,Highball Glass,,Serve over ice,Bailey's irish cream,30,Frangelico,119,Milk,185,,null,,null,,null,1 part,1 part,1 part,,,
Ziemes Martini Apfelsaft,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xnzr2p1485619687.jpg,Collins Glass,,Serve without ice. At least the juice shold have room temperature.,Vermouth,272,Apple juice,24,,null,,null,,null,,null,4 cl,16 cl,,,,
Grizzly Bear,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/k6v97f1487602550.jpg,Collins Glass,,"Served over ice. Sounds nasty, but tastes great.",Amaretto,12,Jägermeister,150,Kahlua,153,Milk,185,,null,,null,1 part,1 part,1 part,2 1/2 parts,,
Long Vodka,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Highball glass,,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",Vodka,273,Lime,170,Angostura bitters,15,Tonic water,265,Ice,145,,null,5 cl,1/2,4 dashes,1 dl Schweppes,4,
Mississippi Planters Punch,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,Collins glass,,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",Brandy,47,Light rum,168,Bourbon,46,Lemon,160,Powdered sugar,221,Carbonated water,56,1 oz,1/2 oz,1/2 oz,Juice of 1/2,1 tblsp,"
"
California Lemonade,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qvvxwy1472406424.jpg,Collins glass,,Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.,Blended whiskey,43,Lemon,160,Lime,170,Powdered sugar,221,Grenadine,138,Carbonated water,56,2 oz,Juice of 1,Juice of 1,1 tblsp,1/4 tsp,"
"
Chicago Fizz,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,Highball glass,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,168,Port,220,Lemon,160,Powdered sugar,221,Egg white,111,Carbonated water,56,1 oz,1 oz,Juice of 1/2,1 tsp,1,"
"
Imperial Fizz,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,Highball glass,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Light rum,168,Blended whiskey,43,Lemon,160,Powdered sugar,221,Carbonated water,56,,null,1/2 oz,1 1/2 oz,Juice of 1/2,1 tsp,"
","
"
Japanese Fizz,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,Highball glass,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Blended whiskey,43,Lemon,160,Powdered sugar,221,Port,220,Egg white,111,Carbonated water,56,1 1/2 oz,Juice of 1/2,1 tsp,1 tblsp,1,"
"
Royal Gin Fizz,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,Highball glass,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",Gin,125,Lemon,160,Powdered sugar,221,Egg,110,Carbonated water,56,,null,2 oz,Juice of 1/2,1 tsp,1 whole,"
","
"
Royal Fizz,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,Collins glass,,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,Gin,125,Sweet and sour,257,Egg,110,Coca-Cola,75,,null,,null,1 oz,2 oz,1 whole,"
","
","
"
Abbey Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg,Cocktail glass,,Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Gin,125,Orange bitters,193,Orange,192,Cherry,64,,null,,null,1 1/2 oz,1 dash,Juice of 1/4,1,,
Tequila Fizz,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,Collins glass,,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Tequila,262,Lemon juice,161,Grenadine,138,Egg white,111,Ginger ale,127,,null,2 oz,1 tblsp,3/4 oz,1,"
","
"
Allegheny,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,Cocktail glass,,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,Dry Vermouth,108,Bourbon,46,Blackberry brandy,40,Lemon juice,161,Lemon peel,162,,null,1 oz,1 oz,1 1/2 tsp,1 1/2 tsp,1 twist of,
Bloody Maria,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yz0j6z1504389461.jpg,Old-fashioned glass,,Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.,Tequila,262,Tomato juice,264,Lemon juice,161,Tabasco sauce,259,Celery salt,60,Lemon,160,1 oz,2 oz,1 dash,1 dash,1 dash,1 slice
After Dinner Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vtytxq1483387578.jpg,Cocktail glass,,Shake all ingredients (except lime wedge) with ice and strain into a cocktail glass. Add the wedge of lime and serve.,Apricot brandy,27,Triple sec,266,Lime,170,Lime,170,,null,,null,1 oz,1 oz,Juice of 1,1,,
Brandy Alexander,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tvqxvr1483387746.jpg,Cocktail glass,,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Brandy,47,Creme de Cacao,97,Light cream,167,Nutmeg,189,,null,,null,1 oz,1 oz white,1 oz,"
","
","
"
Rum Milk Punch,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Collins glass,,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,Light rum,168,Milk,185,Powdered sugar,221,Nutmeg,189,,null,,null,2 oz,1 cup,1 tsp,"
","
","
"
Port Wine Flip,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,Whiskey sour glass,,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Port,220,Light cream,167,Powdered sugar,221,Egg,110,Nutmeg,189,,null,1 1/2 oz,2 tsp,1 tsp,1 whole,"
","
"
Sherry Flip,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Whiskey sour glass,,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Sherry,237,Light cream,167,Powdered sugar,221,Egg,110,Nutmeg,189,,null,1 1/2 oz cream,2 tsp,1 tsp,1 whole,"
","
"
Victory Collins,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,Collins glass,,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,Vodka,273,Lemon juice,161,Grape juice,133,Powdered sugar,221,Orange,192,,null,1 1/2 oz,3 oz,3 oz unsweetened,1 tsp,1 slice,
Frisco Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/y39l941504884150.jpg,Whiskey sour glass,,Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.,Blended whiskey,43,Benedictine,35,Lemon,160,Lime,170,Lemon,160,Lime,170,2 oz,1/2 oz,Juice of 1/4,Juice of 1/2,1 slice,1 slice
Kamikaze,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,Cocktail glass,New Era Drinks,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",Vodka,273,Triple sec,266,Lime juice,171,,null,,null,,null,1 oz,1 oz,1 oz,,,
Godchild,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,Champagne flute,,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",Vodka,273,Amaretto,12,Heavy cream,141,,null,,null,,null,1 oz,1 oz,1 oz,,,
Scooter,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Cocktail glass,,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",Brandy,47,Amaretto,12,Light cream,167,,null,,null,,null,1 oz,1 oz,1 oz,,,
Angel Face,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqpptp1478253178.jpg,Cocktail glass,Unforgettables,Shake all ingredients with ice and strain contents into a cocktail glass.,Apricot brandy,27,Apple brandy,22,Gin,125,,null,,null,,null,1/2 oz,1/2 oz,1 oz,,,
Alexander,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urystu1478253039.jpg,Cocktail glass,Unforgettables,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,Gin,125,Creme de Cacao,97,Light cream,167,Nutmeg,189,,null,,null,1/2 oz,1/2 oz white,2 oz,,,
Gin Fizz,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xhl8q31504351772.jpg,Highball glass,Unforgettables,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",Gin,125,Lemon,160,Powdered sugar,221,Carbonated water,56,,null,,null,2 oz,Juice of 1/2,1 tsp,,,
Foxy Lady,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Amaretto,12,Creme de Cacao,97,Light cream,167,,null,,null,,null,1/2 oz,1/2 oz,2 oz,,,
Orgasm,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Creme de Cacao,97,Amaretto,12,Triple sec,266,Vodka,273,Light cream,167,,null,1/2 oz white,1/2 oz,1/2 oz,1/2 oz,1 oz,
Stone Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Whiskey sour glass,,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",Apricot brandy,27,Orange juice,195,Sweet and sour,257,,null,,null,,null,1 oz,1 oz,1 oz,,,
After Supper Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Triple sec,266,Apricot brandy,27,Lemon juice,161,,null,,null,,null,1 oz,1 oz,1/2 tsp,,,
Almond Joy,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Amaretto,12,Creme de Cacao,97,Light cream,167,,null,,null,,null,1/2 oz,1/2 oz white,2 oz,,,
Applecar,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Applejack,26,Triple sec,266,Lemon juice,161,,null,,null,,null,1 oz,1 oz,1 oz,,,
Boston Sidecar,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qzs5d11504365962.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,168,Brandy,47,Triple sec,266,Lime,170,,null,,null,3/4 oz,3/4 oz,3/4 oz,Juice of 1/2,,
Cherry Rum,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,168,Cherry brandy,65,Light cream,167,,null,,null,,null,1 1/4 oz,1 1/2 tsp,1 tblsp,,,
Flying Scotchman,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/glgrix1504520040.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Scotch,235,Sweet Vermouth,258,Bitters,38,Sugar syrup,255,,null,,null,1 oz,1 oz,1 dash,1/4 tsp,,
Hawaiian Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,125,Triple sec,266,Pineapple juice,216,,null,,null,,null,2 oz,1/2 oz,1 tblsp,,,
Jack Rose Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Apple brandy,22,Grenadine,138,Lime,170,,null,,null,,null,1 1/2 oz,1 tsp,Juice of 1/2,,,
Pink Lady,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,125,Grenadine,138,Light cream,167,Egg white,111,,null,,null,1 1/2 oz,1 tsp,1 tsp,1,,
Quaker's Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,168,Brandy,47,Lemon,160,Raspberry syrup,224,,null,,null,3/4 oz,3/4 oz,Juice of 1/4,2 tsp,,
Queen Bee,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Coffee brandy,82,Lime vodka,174,Sherry,237,,null,,null,,null,1 oz,1 1/2 oz,1/2 oz cream,,,
Shanghai Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ttyrxr1478820678.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Light rum,168,Anisette,18,Grenadine,138,Lemon,160,,null,,null,1 oz Jamaican,1 tsp,1/2 tsp,Juice of 1/4,,
Sidecar Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Brandy,47,Triple sec,266,Lemon,160,,null,,null,,null,1 oz,1/2 oz,Juice of 1/4,,,
Valencia Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Apricot brandy,27,Orange juice,195,Orange bitters,193,,null,,null,,null,1 1/2 oz,1 tblsp,2 dashes,,,
Victor,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,125,Sweet Vermouth,258,Brandy,47,,null,,null,,null,1 1/2 oz,1/2 oz,1/2 oz,,,
Waikiki Beachcomber,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Triple sec,266,Gin,125,Pineapple juice,216,,null,,null,,null,3/4 oz,3/4 oz,1 tblsp,,,
Van Vleet,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,Old-fashioned glass,,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,168,Maple syrup,178,Lemon juice,161,,null,,null,,null,3 oz,1 oz,1 oz,,,
Vesuvio,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,Old-fashioned glass,,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Light rum,168,Sweet Vermouth,258,Lemon,160,Powdered sugar,221,Egg white,111,,null,1 oz,1/2 oz,Juice of 1/2,1 tsp,1,
Mai Tai,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,Collins glass,Contemporary Classics,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Light rum,168,Orgeat syrup,199,Triple sec,266,Sweet and sour,257,Cherry,64,,null,1 oz,1/2 oz,1/2 oz,1 1/2 oz,1,
Ace,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/l3cd7f1504818306.jpg,Martini Glass,,Shake all the ingredients in a cocktail shaker and ice then strain in a cold glass.,Gin,125,Grenadine,138,Heavy cream,141,Milk,185,Egg White,111,,null,2 shots,1/2 shot,1/2 shot,1/2 shot,1/2 Fresh,"
"
Atlantic Sun,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg,Collins Glass,,"Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",Vodka,273,Southern Comfort,242,Passion fruit syrup,203,Sweet and sour,257,Club soda,74,,null,2 cl Smirnoff,2 cl,2 cl,6 cl,1 dash,
Amaretto Stone Sour,Alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Collins Glass,,Shake and Serve over ice,Amaretto,12,Sour mix,241,Orange juice,195,,null,,null,,null,1 part,1 part,1 part,,,
Yellow Bird,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,Cocktail glass,New Era Drinks,Shake and strain into a chilled cocktail glass,White Rum,280,Galliano,124,Triple Sec,266,Lime Juice,171,,null,,null,3 cl,1.5 cl,1.5 cl,1.5 cl,,
Lemon Drop,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Cocktail glass,,Shake and strain into a chilled cocktail glass rimmed with sugar.,Absolut Vodka,7,Cointreau,85,Lemon,160,,null,,null,,null,1 1/2 shot,1 1/2 shot,Juice of 1 wedge,,,
Tommy's Margarita,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/loezxn1504373874.jpg,Old-Fashioned glass,New Era Drinks,Shake and strain into a chilled cocktail glass.,Tequila,262,Lime Juice,171,Agave syrup,9,,null,,null,,null,4.5 cl,1.5 cl,2 spoons,,,
Mary Pickford,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Cocktail glass,Unforgettables,Shake and strain into a chilled large cocktail glass,Light rum,168,Pineapple juice,216,Maraschino liqueur,180,Grenadine,138,Maraschino cherry,179,,null,1 1/2 oz,1 oz,1/2 tsp,1/2 tsp,1,
Amaretto Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,Collins Glass,,Shake and strain. Garnish with a cherry and an orange slice.,Amaretto,12,Sour mix,241,,null,,null,,null,,null,1 1/2 oz,3 oz,,,,
New York Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,Whiskey sour glass,,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",Blended whiskey,43,Lemon,160,Sugar,254,Red wine,226,Lemon,160,Cherry,64,2 oz,Juice of 1/2,1 tsp," (Claret)
","
","
"
Orange Oasis,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xqqytq1441167923.jpg,Highball glass,,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Cherry brandy,65,Gin,125,Orange juice,195,Ginger ale,127,,null,,null,1/2 oz,1 1/2 oz,4 oz,"
","
","
"
Brandy Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tu0mts1504366540.jpg,Whiskey sour glass,,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",Brandy,47,Lemon,160,Powdered sugar,221,Lemon,160,Cherry,64,,null,2 oz,Juice of 1/2,1/2 tsp,1/2 slice,1,
Amaretto Sunset,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,Collins Glass,,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.",Triple sec,266,Amaretto,12,Cider,71,Ice,145,,null,,null,1/2 jigger,3 shots,1/2 cup,Add 1/2 cup,,
Porto Flip,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,Cocktail glass,Unforgettables,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Brandy,47,Port,220,Egg Yolk,112,,null,,null,,null,3 parts,9 parts,2 parts,,,
Amaretto Stinger,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,Cocktail glass,,"Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.",Amaretto,12,White Creme de Menthe,279,,null,,null,,null,,null,1 1/2 oz,3/4 oz,,,,
Sol Y Sombra,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy snifter,,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Brandy,47,Anisette,18,,null,,null,,null,,null,1 1/2 oz,1 1/2 oz,,,,
A. J.,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg,Cocktail glass,,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Applejack,26,Grapefruit juice,135,,null,,null,,null,,null,1 1/2 oz,1 oz,,,,
Poppy Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,Cocktail glass,,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Gin,125,Creme de Cacao,97,,null,,null,,null,,null,1 1/2 oz,3/4 oz white,,,,
Boston Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,Whiskey sour glass,,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",Blended whiskey,43,Lemon,160,Powdered sugar,221,Egg white,111,Lemon,160,Cherry,64,2 oz,Juice of 1/2,1 tsp,1,1 slice,1
Vesper,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,Cocktail glass,New Era Drinks,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",Gin,125,Vodka,273,Lillet Blanc,169,,null,,null,,null,6 cl,1.5 cl,0.75 cl,,,
