cocktail_name,alcoholic,category,cocktail_image,cocktail_glass,iba,instructions,ingredient_1_name,ingredient_1_id,ingredient_2_name,ingredient_2_id,ingredient_3_name,ingredient_3_id,ingredient_4_name,ingredient_4_id,ingredient_5_name,ingredient_5_id,ingredient_6_name,ingredient_6_id,measure_1,measure_2,measure_3,measure_4,measure_5,measure_6
Midnight Mint,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Cocktail glass,,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",Bailey's irish cream,30,White Creme de Menthe,279,Cream,94,,null,,null,,null,1 oz,3/4 oz,3/4 oz double,,,
Black Forest Shake,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/xxtxsu1472720505.jpg,Collins Glass,,"In a blender put ice cubes, chocolate syrup, cherry brandy, vodka, and milk. Blend very well.",Ice,145,Chocolate syrup,70,Cherry brandy,65,Vodka,273,Milk,185,,null," cubes
","
","
","
","
","
"
Dragonfly,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lnvbip1504389100.jpg,Highball glass,,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",Gin,125,Ginger ale,127,Lime,170,,null,,null,,null,1 1/2 oz,4 oz,1,,,
Dark and Stormy,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Highball glass,New Era Drinks,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,Dark Rum,104,Ginger Beer,128,,null,,null,,null,,null,5 cl,10 cl,,,,
Limeade,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,Highball glass,,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",Lime,170,Sugar,254,Soda water,240,Lime peel,173,,null,,null,Juice of 1,1 tblsp," (seltzer water)
",,,
Bluebird,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vxypsq1441209971.jpg,Cocktail glass,,"In a mixing glass half-filled with crushed ice, combine the gin, triple sec, Curacao, and bitters. Stir well. Strain into a cocktail glass and garnish with the lemon twist and the cherry.",Gin,125,Triple sec,266,Blue Curacao,44,Bitters,38,Maraschino cherry,179,Lemon peel,162,1 1/2 oz,1/2 oz,1/2 oz,2 dashes,1,1 twist of
Affinity,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/nwatpb1504817045.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,235,Sweet Vermouth,258,Dry Vermouth,108,Orange bitters,193,,null,,null,1 1/2 oz,1 oz,1 oz,2 dashes,,
Balmoral,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,235,Sweet Vermouth,258,Dry Vermouth,108,Bitters,38,,null,,null,1 1/2 oz,1/2 oz,1/2 oz,2 dashes,,
Jewel Of The Nile,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,125,Green Chartreuse,136,Yellow Chartreuse,285,,null,,null,,null,1 1/2 oz,1/2 oz,1/2 oz,,,
London Town,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Gin,125,Maraschino liqueur,180,Orange bitters,193,,null,,null,,null,1 1/2 oz,1/2 oz,2 dashes,,,
Boomerang,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3m6yz81504389551.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",Gin,125,Dry Vermouth,108,Bitters,38,Maraschino liqueur,180,Maraschino cherry,179,,null,2 oz,1/2 oz,2 dashes,1/2 tsp,1,
Dry Rob Roy,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,235,Dry Vermouth,108,Lemon peel,162,,null,,null,,null,2 1/2 oz,1 1/2 tsp,1 twist of,,,
Loch Lomond,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,235,Drambuie,107,Dry Vermouth,108,Lemon peel,162,,null,,null,2 oz,1/2 oz,1/2 oz,1 twist of,,
Bruce's Puce,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/svsvqv1473344558.jpg,Shot glass,,"In a regular-sized shot glass, layer, with a spoon or cherry, the grenadine , the Kahlua , then the Bailey's Irish cream in equal portions. It goes down really smooth ,and you don't even need a chaser. It tastes just like chocolate milk.(Really!)",Grenadine,138,Kahlua,153,Bailey's irish cream,30,,null,,null,,null,"
","
","
","
","
","
"
Kentucky Colonel,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,Cocktail glass,,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,Bourbon,46,Benedictine,35,Lemon peel,162,,null,,null,,null,3 oz,1/2 oz,1 twist of,,,
Adam,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rwuxsv1472812169.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Dark rum,104,Lemon juice,161,Grenadine,138,,null,,null,,null,2 oz,1 oz,1 tsp,,,
Almeria,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Dark rum,104,Kahlua,153,Egg white,111,,null,,null,,null,2 oz,1 oz,1,,,
City Slicker,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Brandy,47,Triple sec,266,Lemon juice,161,,null,,null,,null,2 oz,1/2 oz,1 tblsp,,,
Havana Cocktail,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Light rum,168,Pineapple juice,216,Lemon juice,161,,null,,null,,null,1 oz,1 oz,1 tsp,,,
Midnight Cowboy,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Bourbon,46,Dark rum,104,Heavy cream,141,,null,,null,,null,2 oz,1 oz,1/2 oz,,,
Thriller,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Scotch,235,Wine,282,Orange juice,195,,null,,null,,null,1 1/2 oz,1 oz Green Ginger,1 oz,,,
Boxcar,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",Gin,125,Triple sec,266,Lemon juice,161,Grenadine,138,Egg white,111,,null,1 1/2 oz,1 oz,1 tsp,1/2 tsp,1,
Casino Royale,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",Gin,125,Lemon juice,161,Maraschino liqueur,180,Orange bitters,193,Egg yolk,112,,null,2 oz,1/2 oz,1 tsp,1 dash,1,
Blue Mountain,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxssp1441209853.jpg,Old-fashioned glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass alomst filled with ice cubes.",Añejo rum,13,Tia maria,263,Vodka,273,Orange juice,195,Lemon juice,161,,null,1 1/2 oz,1/2 oz,1/2 oz,1 oz,1 tsp,
Bourbon Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dms3io1504366318.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",Bourbon,46,Lemon juice,161,Sugar,254,Orange,192,Maraschino cherry,179,,null,2 oz,1 oz,1/2 tsp superfine,1,1,
Brandy Flip,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/6ty09d1504366461.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",Brandy,47,Egg,110,Sugar,254,Light cream,167,Nutmeg,189,,null,2 oz,1 whole,1 tsp superfine,1/2 oz,1/8 tsp grated,
Arthur Tompkins,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7onfhz1493067921.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.",Gin,125,Grand Marnier,132,Lemon juice,161,Lemon peel,162,,null,,null,2 oz,1/2 oz,2 tsp,1 twist of,,
Tom Collins,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qystvv1439907682.jpg,Collins glass,,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Gin,125,Lemon juice,161,Sugar,254,Club soda,74,Maraschino cherry,179,Orange,192,2 oz,1 oz,1 tsp superfine,3 oz,1,1
Gin Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/mt7l7m1504883523.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Gin,125,Lemon juice,161,Sugar,254,Orange,192,Maraschino cherry,179,,null,2 oz,1 oz,1/2 tsp superfine,1,1,
"French ""75""",Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qpvxsx1439906903.jpg,Collins glass,,"In a shaker half-filled with ice cubes, combine the gin, sugar, and lemon juice. Shake well. Pour into a collins glass. Top with the Champagne. Stir well and garnish with the orange slice and the cherry.",Gin,125,Sugar,254,Lemon juice,161,Champagne,62,Orange,192,Maraschino cherry,179,1 1/2 oz,2 tsp superfine,1 1/2 oz,4 oz Chilled,1,1
Grass Skirt,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,Old-fashioned glass,,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",Gin,125,Triple sec,266,Pineapple juice,216,Grenadine,138,Pineapple,215,,null,1 1/2 oz,1 oz,1 oz,1/2 tsp,1,
A Night In Old Mandalay,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg,Highball glass,,"In a shaker half-filled with ice cubes, combine the light rum, añejo rum, orange juice, and lemon juice. Shake well. Strain into a highball glass almost filled with ice cubes. Top with the ginger ale. Garnish with the lemon twist.",Light rum,168,Añejo rum,13,Orange juice,195,Lemon juice,161,Ginger ale,127,Lemon peel,162,1 oz,1 oz,1 oz,1/2 oz,3 oz,1 twist of
Gin Swizzle,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,Highball glass,,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",Lime juice,171,Sugar,254,Gin,125,Bitters,38,Club soda,74,,null,1 1/2 oz,1 tsp superfine,2 oz,1 dash,3 oz,
Apricot Lady,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/146f251504389814.jpg,Old-fashioned glass,,"In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",Light rum,168,Apricot brandy,27,Triple sec,266,Lemon juice,161,Egg white,111,Orange,192,1 1/2 oz,1 oz,1 tsp,1/2 oz,1,1
Quentin,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",Dark rum,104,Kahlua,153,Light cream,167,Nutmeg,189,,null,,null,1 1/2 oz,1/2 oz,1 oz,1/8 tsp grated,,
Rum Sour,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Light rum,168,Lemon juice,161,Sugar,254,Orange,192,Maraschino cherry,179,,null,2 oz,1 oz,1/2 tsp superfine,1,1,
Bourbon Sling,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3s36ql1504366260.jpg,Highball glass,,"In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist.",Sugar,254,Water,274,Lemon juice,161,Bourbon,46,Lemon peel,162,,null,1 tsp superfine,2 tsp,1 oz,2 oz,1 twist of,
Gin Daisy,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qwxysv1478819943.jpg,Old-fashioned glass,,"In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",Gin,125,Lemon juice,161,Sugar,254,Grenadine,138,Maraschino cherry,179,Orange,192,2 oz,1 oz,1/2 tsp superfine,1/2 tsp,1,1
Atomic Lokade,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg,Collins Glass,,"In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",Lemonade,165,Vodka,273,Blue Curacao,44,Triple sec,266,Sugar,254,Ice,145,5 oz,1 oz,1/2 oz,1/2 oz,"
",
Archbishop,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xpqwrt1441207307.jpg,Old-fashioned glass,,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,125,Wine,282,Benedictine,35,Lime,170,,null,,null,2 oz,1 oz Green Ginger,1 tsp,1,,
Gentleman's Club,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ezvy1c1504883335.jpg,Old-fashioned glass,,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",Gin,125,Brandy,47,Sweet Vermouth,258,Club soda,74,,null,,null,1 1/2 oz,1 oz,1 oz,1 oz,,
Flying Dutchman,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/akik8t1504519958.jpg,Old-fashioned glass,,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",Gin,125,Triple sec,266,,null,,null,,null,,null,2 oz,1/2 oz,,,,
Brandy Cobbler,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vtvutr1439465836.jpg,Old-fashioned glass,,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",Sugar,254,Club soda,74,Lemon,160,Brandy,47,Maraschino cherry,179,Orange,192,1 tsp superfine,3 oz,1,2 oz,1,1
Rum Cobbler,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,Old-fashioned glass,,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",Sugar,254,Club soda,74,Lemon,160,Dark rum,104,Maraschino cherry,179,Orange,192,1 tsp superfine,3 oz,1,2 oz,1,1
Classic Old-Fashioned,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/anhof61504366173.jpg,Old-fashioned glass,,"In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick.",Bitters,38,Water,274,Sugar,254,Bourbon,46,Orange,192,Maraschino cherry,179,3 dashes,1 tsp,1,3 oz,1,1
Egg-Nog - Classic Cooked,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,Pitcher,,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",Egg,110,Sugar,254,Salt,231,Milk,185,Vanilla extract,269,,null,6,1/4 cup,1/4 tsp,1 qt,1 tsp,
Banana Cantaloupe Smoothie,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/uqxqsy1468876703.jpg,Highball Glass,,"Juice cantaloupe, pour juice into blender, add banana, and liquify.",Cantaloupe,54,Banana,32,,null,,null,,null,,null,Juice of 1/2,1,,,,
Lemouroudji,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,Highball Glass,,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",Ginger,126,Water,274,Lemon,160,Sugar,254,Cayenne pepper,59,,null,2 pieces,1 gal,1 lb,1 cup,ground,
Alice in Wonderland,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,Collins Glass,,Just mix the three ingredients one to one to one,Amaretto,12,Grand Marnier,132,Southern Comfort,242,,null,,null,,null,1 shot,1 shot,1 shot,,,
Apple Pie with A Crust,Alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,Collins Glass,,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,Apple juice,24,Malibu rum,176,Cinnamon,72,,null,,null,,null,3 parts,1 part,3 dashes,,,
Belgian Blue,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/rttsxw1441245419.jpg,Highball glass,,Just pour all ingredients in the glass and stir...,Vodka,273,Coconut liqueur,77,Blue Curacao,44,Sprite,244,,null,,null,2 cl,1 cl,1 cl,Fill with,,
Bob Marley,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rrqrst1477140664.jpg,Shot glass,,Layer in a 2 oz shot glass or pony glass,Midori melon liqueur,184,Jägermeister,150,Goldschlager,130,,null,,null,,null,1/2 oz,1/2 oz,1/2 oz,,,
Bubble Gum,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,Shot glass,,Layer in order into a shot glass.,Vodka,273,Banana liqueur,33,Orange juice,195,Peach schnapps,207,,null,,null,1/4,1/4,1/4,1/4,,
B-52,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,Shot glass,New Era Drinks,Layer ingredients into a shot glass. Serve with a stirrer.,Bailey's irish cream,30,Grand Marnier,132,Kahlua,153,,null,,null,,null,1/3,1/3,1/4,,,
B-53,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rwqxrv1461866023.jpg,Collins Glass,,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",Kahlua,153,Sambuca,232,Grand Marnier,132,,null,,null,,null,1/3 shot,1/3 shot,1/3 shot,,,
Brainteaser,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/ruywtq1461866066.jpg,Shot Glass,,"layered erin first, then sambuca and then avocart(should sit in middle of other two. To drink: use a straw to suck up avocart then shot the rest and then suck fumes up through straw.",Sambuca,232,Erin Cream,113,Advocaat,8,,null,,null,,null,30 ml white,30 ml,5 ml,,,
ABC,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,Shot glass,,Layered in a shot glass.,Amaretto,12,Bailey's irish cream,30,Cognac,84,,null,,null,,null,1/3,1/3,1/3,,,
Baby Eskimo,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/wywrtw1472720227.jpg,Collins Glass,,"Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink.",Kahlua,153,Milk,185,Vanilla ice-cream,270,,null,,null,,null,2 oz,8 oz,2 scoops,,,
Surf City Lifesaver,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2rzfer1487602699.jpg,Highball glass,,Lots of ice and soda top up in tall glass with cherry and a grin.,Ouzo,200,Bailey's irish cream,30,Gin,125,Grand Marnier,132,,null,,null,1 part,1 part,2 parts,1/2 part,,
Freddy Kruger,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Shot glass,,make it an ample size shot!!,Jägermeister,150,Sambuca,232,Vodka,273,,null,,null,,null,1/2 oz,1/2 oz,1/2 oz,,,
Chocolate Drink,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,Coffee mug,,"Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug.",Chocolate,67,Milk,185,Water,274,,null,,null,,null,125 gr,3/4 L,,,,
Hot Chocolate to Die for,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,Coffee mug,,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",Chocolate,67,Butter,49,Vanilla extract,269,Half-and-half,140,Marshmallows,181,,null,12 oz fine,1 tsp,1/2 tsp,1 cup,mini,
Long Island Iced Tea,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,Highball glass,Contemporary Classics,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,Vodka,273,Tequila,262,Light rum,168,Gin,125,Coca-Cola,75,Lemon peel,162,1/2 oz,1/2 oz,1/2 oz,1/2 oz,1 dash,Twist of
Texas Rattlesnake,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,Highball glass,,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",Yukon Jack,287,Cherry brandy,65,Southern Comfort,242,Sweet and sour,257,,null,,null,1 part,1/2 part,1 part,1 splash,,
Aztec Punch,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg,Punch bowl,,"Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",Lemonade,165,Vodka,273,Rum,229,Ginger ale,127,,null,,null,1 can,5 oz,7 oz,About 1 bottle,,
Rum Punch,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,Punch bowl,,Mix all ingredients in a punch bowl and serve.,Rum,229,Ginger ale,127,Fruit punch,123,Orange juice,195,Ice,145,,null,mikey bottle,large bottle,355 ml frozen,355 ml frozen,crushed,
Rum Runner,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,Cocktail glass,,Mix all ingredients in glass & add ice.,Malibu rum,176,Blackberry brandy,40,Orange juice,195,Pineapple juice,216,Cranberry juice,92,,null,1 1/2 oz,1 oz,3-4 oz,3-4 oz,3-4 oz,
Pink Penocha,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,Punch bowl,,mix all ingredients into bowl keep iced stir frequently,Everclear,115,Vodka,273,Peach schnapps,207,Orange juice,195,Cranberry juice,92,,null,750 ml,1750 ml,1750 ml,1 gal,1 gal,
Brain Fart,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg,Punch bowl,,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,Everclear,115,Vodka,273,Mountain Dew,188,Surge,256,Lemon juice,161,Rum,229,1 fifth,1 fifth Smirnoff red label,2 L,2 L,1 small bottle,1 pint
Bible Belt,Alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg,Highball glass,,"Mix all ingredients, and pour over ice.",Southern Comfort,242,Triple sec,266,Lime,170,Sour mix,241,,null,,null,2 oz,1/2 oz,2 wedges,2 oz,,
Sangria #1,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Pitcher,,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,Red wine,226,Sugar,254,Orange juice,195,Lemon juice,161,Cloves,73,Cinnamon,72,1 bottle,1/2 cup,1 cup,1 cup,"
",
Autodafé,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,Highball glass,,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,Vodka,273,Lime juice,171,Soda water,240,,null,,null,,null,4 cl,1 dash,"
","
","
","
"
Addington,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg,Cocktail glass,,Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water.,Sweet Vermouth,258,Dry Vermouth,108,Soda Water,240,,null,,null,,null,2 shots,1 shot,"Top up with
","
","
","
"
